Character,Dialogue,Context,fr,it,de,es,ru,ptbr,zht,zhs,JP,ko,tr,
,Are you ready to see me? You can keep looking if you wish...,,Es-tu prête à me voir ? Tu peux continuer à regarder si tu le souhaites...,"Sei pronta a vedermi? Puoi continuare a guardare, se vuoi...","Bist du bereit, mich zu sehen? Du kannst weiter hinsehen, wenn du möchtest...",¿Estás lista para verme? Puedes seguir mirando si quieres...,"Ты готова увидеть меня? Можешь продолжать смотреть, если хочешь...","Você está pronta para me ver? Pode continuar olhando, se quiser...",妳準備好見我了嗎？如果妳願意，可以繼續看…,Beni gormeye hazir misin? Istersen bakmaya devam edebilirsin...,私を見る準備はできた？ 望むなら見続けてもいい…,날 볼 준비 됐어? 원한다면 계속 바라봐도 돼...,Beni gormeye hazir misin? Istersen bakmaya devam edebilirsin...,
,Your father lies motionless.,,"Ton père est par terre, immobile.",Tua padre è immobile.,Dein Vater liegt regungslos da.,Tu padre está tirado inmóvil.,Отец лежит неподвижно.,Seu pai permanece imóvel.,你父親一動不動地躺著。,Baban hareketsiz yatiyor.,パパが動かずに横たわっている。,아빠가 꼼짝 않고 누워 있다.,Baban hareketsiz yatiyor.,
,You are covered in blood.,,Tu es couverte de sang.,Sei ricoperta di sangue.,Du bist mit Blut bedeckt.,Estás cubierta de sangre.,Ты вся в крови.,Você está coberta de sangue.,妳渾身是血。,Kan icindesin.,全身血まみれだ。,온몸이 피투성이야.,Kan icindesin.,
,The overwhelming dread dissipates.,,Le sentiment écrasant de terreur se dissipe.,L'angoscia asfissiante si dissipa.,Das überwältigende Grauen verschwindet.,El pánico insoportable se desvanece.,Всепоглощающий ужас отступает.,O pavor avassalador se dissipa.,那種令人窒息的恐懼感漸漸消散。,Ezici korku dagiliyor.,重くのしかかっていた恐怖が、霧のように消えていく。,압도적인 공포의 존재는 사라졌다.,Ezici korku dagiliyor.,
,"The lights cut out, and the crowd goes silent.",,Les lumières s'éteignent et le silence se fait dans le public.,"Le luci si spengono, il pubblico rimane in silenzio.",Das Licht geht aus und die Menge wird still.,Las luces se apagan y todos se quedan en silencio.,"Огни гаснут, и публика замолкает.",As luzes se apagam e a multidão fica em silêncio.,燈光熄滅，人群鴉雀無聲。,"Isiklar kesiliyor, kalabalik sessizlesiyor.",照明が落ち、観客が静まり返る。,"조명은 꺼지고, 관객들은 침묵한다.","Isiklar kesiliyor, kalabalik sessizlesiyor.",
,The shriveled husk cries out.,,La coquille vide fripée crie.,"Il guscio vuoto, ora raggrinzito, lancia un lamento.",Die verschrumpelte Schale schreit auf.,La carcasa vacía emite un grito.,Ссохшаяся оболочка издает крик.,A casca ressequida grita.,乾枯的外殼發出哀鳴。,Buzusmus kabuk haykiriyor.,干からびた殻が叫び声を上げる。,쪼그라든 껍데기가 울부짖는다.,Buzusmus kabuk haykiriyor.,
,"Against insurmountable odds, you saved everyone.",,"Contre toute attente, tu as sauvé tout le monde.","Contro ogni probabilità, hai salvato tutti.",Trotz unüberwindbarer Widerstände hast du alle gerettet.,"Contra todo pronóstico, salvaste a todos.",Вопреки непреодолимым обстоятельствам ты спасла всех.,"Contra todas as probabilidades, você salvou todo mundo.",面對幾乎無法克服的困境，妳救了所有人。,Asilmaz zorluklara ragmen herkesi kurtardin.,絶望的な状況を乗り越え、全員を救った。,도저히 이길 수 없을 것 같은 역경 속에서도 모두를 구했다.,Asilmaz zorluklara ragmen herkesi kurtardin.,
,A final splash of blood.,,Une dernière éclaboussure de sang.,Un ultimo schizzo di sangue.,Ein letzter Spritzer Blut.,Una última salpicadura de sangre.,Последние капли крови разлетаются брызгами.,Um último respingo de sangue.,揮灑最後一次鮮血。,Son bir kan sicramasi.,最後の血しぶきが散る。,마지막 피바다.,Son bir kan sicramasi.,
,You are enveloped in blood.,,Tu es enveloppée de sang.,Sei avvolta nel sangue.,Du bist von Blut umhüllt.,Estás envuelta en sangre.,Тебя окутывает кровь.,Você está envolta em sangue.,鮮血將妳包圍。,Kana bulaniyorsun.,血に包まれる。,피가 너를 감싼다.,Kana bulaniyorsun.,
,It's in your hair and under your nails.,,Tu en as dans les cheveux et sous les ongles.,Sia nei tuoi capelli che sotto le unghie.,Es ist in deinem Haar und unter deinen Nägeln.,Tienes en el pelo y bajo las uñas.,Они остались на твоих волосах и под твоими ногтями.,Está no seu cabelo e debaixo das suas unhas.,血沾在妳的頭髮裡，也卡在指甲下。,Sacinda ve tirnaklarinin altinda.,髪や爪の隙間にも血がまとわりつく。,"머리에도, 손톱 밑에도 묻었어.",Sacinda ve tirnaklarinin altinda.,
,It's dripping from your fingertips.,,Il goutte du bout de tes doigts.,Gocciola dalle tue dita.,Es tropft von deinen Fingerspitzen.,Gotea de las puntas de tus dedos.,Она капает с кончиков твоих пальцев.,Ele pinga das pontas dos seus dedos.,鮮血從妳的指尖滴落。,Parmak uclarindan damliyor.,指先から滴り落ちる。,손끝에서 피가 뚝뚝 떨어진다.,Parmak uclarindan damliyor.,
,You look down at the pool of blood under you feet and see your reflection.,,Tu baisses les yeux vers la mare de sang sous tes pieds et y vois ton reflet.,Abbassi lo sguardo sulla pozza di sangue ai tuoi piedi e vedi il tuo riflesso.,Du blickst auf die Blutlache unter deinen Füßen und siehst dein Spiegelbild.,Miras el charco de sangre bajo tus pies y ves tu reflejo.,Ты смотришь на лужу крови под ногами и видишь своё отражение.,Você olha para a poça de sangue sob seus pés e vê seu reflexo.,妳低頭看向腳下的血泊，看見自己的倒影。,Ayaklarinin altindaki kan birikintisine bakip yansimani goruyorsun.,足元の血だまりを見下ろすと、自分の姿が映っている。,발밑의 피 웅덩이를 내려다보니 네 모습이 비친다.,Ayaklarinin altindaki kan birikintisine bakip yansimani goruyorsun.,
,You are enveloped in your father's emrb,,Tu es enveloppée dans l'étreinte de ton père.,Sei avvolta nell'abbraccio di tuo padre.,Du bist von der Umarmung deines Vaters umschlossen.,Estás envuelta en el abrazo de tu padre.,Тебя окутывают объятия отца.,Você é envolvida pelo abraço do seu pai.,妳被父親的懷抱包圍。,Babanin kuc,父の抱擁に包まれる。,아버지의 품이 너를 감싼다.,Babanin kuc,
,Your father's embrace envelops you in darkness.,,L'étreinte de ton père t'enveloppe de ténèbres.,L'abbraccio di tuo padre ti avvolge nell'oscurità.,Die Umarmung deines Vaters hüllt dich in Dunkelheit.,El abrazo de tu padre te envuelve en oscuridad.,Объятия отца окутывают тебя тьмой.,O abraço do seu pai envolve você em escuridão.,父親的懷抱將妳籠罩在黑暗中。,Babanin kucaklayisi seni karanliga sariyor.,父の抱擁があなたを闇で包み込む。,아버지의 품이 너를 어둠으로 감싼다.,Babanin kucaklayisi seni karanliga sariyor.,
,The house is dead silent.,,La maison est complètement silencieuse.,La casa giace in silenzio.,Im Haus ist es totenstill.,En la casa hay un silencio sepulcral.,В доме воцаряется тишина.,A casa está totalmente em silêncio.,屋子裡一片死寂。,Evde cit yok.,家は死んだように静まり返っている。,집이 쥐 죽은 듯 조용하다.,Evde cit yok.,
,Your father's embrace envelops you completely.,,L'étreinte de ton père t'enveloppe complètement.,L'abbraccio di tuo padre ti avvolge completamente.,Die Umarmung deines Vaters umschließt dich vollständig.,El abrazo de tu padre te envuelve por completo.,Объятия отца полностью окутывают тебя.,O abraço do seu pai envolve você por completo.,父親的懷抱將妳徹底包圍。,Babanin kucaklayisi seni tamamen sariyor.,父の抱擁があなたを完全に包み込む。,아버지의 품이 너를 완전히 감싼다.,Babanin kucaklayisi seni tamamen sariyor.,
,An endless void,,Un vide sans fin,Un vuoto infinito,Eine endlose Leere,Un vacío infinito,Бесконечная пустота,Um vazio sem fim,無盡的虛空,Sonsuz bir bosluk,果てしない虚無,끝없는 공허,Sonsuz bir bosluk,
,In the emptiness you see your reflection grinning back at you.,,"Dans le vide, tu vois ton reflet qui te sourit.","Nel vuoto, vedi il tuo riflesso che ti sorride.","In der Leere siehst du dein Spiegelbild, das dich angrinst.",En el vacío ves tu reflejo sonriéndote.,"В пустоте ты видишь своё отражение, ухмыляющееся тебе.","No vazio, você vê seu reflexo sorrindo de volta para você.",在空虛中，妳看見自己的倒影對妳咧嘴而笑。,Boslukta yansimanin sana siritarak baktigini goruyorsun.,虚無の中で、自分の姿がこちらに笑い返している。,공허 속에서 네 모습이 너를 향해 웃고 있다.,Boslukta yansimanin sana siritarak baktigini goruyorsun.,
,The house becomes dead silent.,,La maison devient totalement silencieuse.,La casa diventa completamente silenziosa.,Das Haus wird totenstill.,La casa queda completamente en silencio.,В доме воцаряется мёртвая тишина.,A casa fica completamente silenciosa.,屋子陷入死一般的寂靜。,Evde cit kalmiyor.,家が死んだように静まり返る。,집 안이 죽은 듯 고요해진다.,Evde cit kalmiyor.,
,It drips from your fingertips into a puddle at your feet.,,Il goutte du bout de tes doigts et forme une flaque à tes pieds.,Gocciola dalle tue dita formando una pozza ai tuoi piedi.,Es tropft von deinen Fingerspitzen in eine Pfütze zu deinen Füßen.,Gotea de las puntas de tus dedos y forma un charco a tus pies.,"Она капает с кончиков твоих пальцев, собираясь лужей у ног.","Ele pinga das pontas dos seus dedos, formando uma poça aos seus pés.",它從妳的指尖滴下，在腳邊積成一灘。,Parmak uclarindan ayaklarinin dibindeki birikintiye damliyor.,指先から滴り、足元に水たまりのように溜まっていく。,손끝에서 떨어져 발밑에 웅덩이를 만든다.,Parmak uclarindan ayaklarinin dibindeki birikintiye damliyor.,
,You look down and see your reflection grinning back at you.,,Tu baisses les yeux et vois ton reflet qui te sourit.,Abbassi lo sguardo e vedi il tuo riflesso che ti sorride.,"Du blickst hinunter und siehst dein Spiegelbild, das dich angrinst.",Miras hacia abajo y ves tu reflejo sonriéndote.,"Ты смотришь вниз и видишь своё отражение, ухмыляющееся тебе.",Você olha para baixo e vê seu reflexo sorrindo de volta para você.,妳低頭，看見自己的倒影正對妳咧嘴而笑。,Asagi bakip yansimanin sana siritarak baktigini goruyorsun.,見下ろすと、自分の姿がこちらに笑い返している。,내려다보니 네 모습이 너를 향해 웃고 있다.,Asagi bakip yansimanin sana siritarak baktigini goruyorsun.,
,"You are relieved, but only for a second.",,"Tu es soulagée, mais ça ne dure pas.","Sei sollevata, ma solo per un secondo.","Du bist erleichtert, aber nur für eine Sekunde.","Sientes alivio, pero solo durante un instante.","Ты чувствуешь облегчение, но лишь на мгновение.","Você sente alívio, mas apenas por um segundo.",你鬆了口氣，但這種感覺只持續了一秒鐘。,Rahatliyorsun ama sadece bir saniyeligine.,安堵がこみ上げる…でもそれは一瞬だけ。,"아주 잠시 동안이지만, 안심했다.",Rahatliyorsun ama sadece bir saniyeligine.,
,The cycle begins again.,,Le cycle recommence.,Il ciclo ricomincia di nuovo.,Der Zyklus beginnt von Neuem.,El bucle comienza de nuevo.,Цикл начинается заново.,O ciclo recomeça.,循環再次開始。,Dongu yeniden basliyor.,サイクルが再び始まる。,사이클이 다시 시작된다.,Dongu yeniden basliyor.,
,The smell of blood is welcome,,L'odeur du sang est réconfortante,L'odore del sangue è benvenuto,Der Geruch von Blut ist willkommen,El olor de la sangre es bienvenido,Запах крови приятен,O cheiro de sangue é bem-vindo,鮮血的氣味令人安心,Kan kokusu hos geliyor,血の匂いが心地いい,피 냄새가 반갑다,Kan kokusu hos geliyor,
,Growing until there's hardly a trace of yourself left.,,Grandissant jusqu'à ce qu'il ne reste presque plus aucune trace de toi.,Crescendo finché di te non resta quasi più traccia.,"Es wächst, bis kaum noch eine Spur von dir übrig ist.",Crece hasta que apenas queda rastro de ti.,"Она растёт, пока от тебя почти ничего не остаётся.",Crescendo até quase não restar nenhum vestígio de você.,不斷擴大，直到幾乎不再留下妳的痕跡。,Kendinden neredeyse hic iz kalmayana dek buyuyor.,大きくなり、自分の痕跡すらほとんど残らなくなる。,"점점 커져, 마침내 네 흔적조차 거의 남지 않는다.",Kendinden neredeyse hic iz kalmayana dek buyuyor.,
,It envelops you completely.,,Il t'enveloppe complètement.,Ti avvolge completamente.,Es umhüllt dich vollständig.,Te envuelve por completo.,Она полностью окутывает тебя.,Isso envolve você por completo.,它將妳徹底包圍。,Seni tamamen sariyor.,それがあなたを完全に包み込む。,그것이 너를 완전히 감싼다.,Seni tamamen sariyor.,
